id,slug,primary_keyword,title,category_key,search_intent,priority,score,competition_estimate,conversion_potential,status
940,"investment-fees-for-beginners","investment fees for beginners","Investment Fees For Beginners: Complete 2026 Guide",investing,informational,P3,17,medium,low,pending
941,"investment-fees-for-high-earners","investment fees for high earners","Investment Fees For High Earners: Complete 2026 Guide",investing,informational,P3,17,medium,low,pending
942,"investment-fees-for-busy-professionals","investment fees for busy professionals","Investment Fees For Busy Professionals: Complete 2026 Guide",investing,informational,P3,17,medium,low,pending
943,"investment-fees-for-parents","investment fees for parents","Investment Fees For Parents: Complete 2026 Guide",investing,informational,P3,17,medium,low,pending
944,"investment-fees-for-late-starters","investment fees for late starters","Investment Fees For Late Starters: Complete 2026 Guide",investing,informational,P3,17,medium,low,pending
945,"investment-fees-for-entrepreneurs","investment fees for entrepreneurs","Investment Fees For Entrepreneurs: Complete 2026 Guide",investing,informational,P3,17,medium,low,pending
946,"investment-fees-vs-target-date-funds","investment fees vs target date funds","Investment Fees vs Target Date Funds: Which Strategy Works Better in 2026?",investing,comparison,P3,17,low,low,pending
947,"investment-fees-vs-robo-advisors","investment fees vs robo advisors","Investment Fees vs Robo Advisors: Which Strategy Works Better in 2026?",investing,comparison,P3,17,medium,low,pending
948,"investment-fees-vs-active-funds","investment fees vs active funds","Investment Fees vs Active Funds: Which Strategy Works Better in 2026?",investing,comparison,P3,17,medium,low,pending
949,"investment-fees-vs-real-estate-syndication","investment fees vs real estate syndication","Investment Fees vs Real Estate Syndication: Which Strategy Works Better in 2026?",investing,comparison,P3,17,low,low,pending
950,"investment-fees-vs-private-credit","investment fees vs private credit","Investment Fees vs Private Credit: Which Strategy Works Better in 2026?",investing,comparison,P3,17,medium,low,pending
951,"investment-fees-for-small-business-owners","investment fees for small business owners","Investment Fees For Small Business Owners: Complete 2026 Guide",investing,informational,P3,17,low,low,pending
952,"investment-fees-best-strategy","investment fees best strategy","Investment Fees Best Strategy: Complete 2026 Guide",investing,commercial,P3,17,medium,low,pending
953,"international-diversification-for-beginners","international diversification for beginners","International Diversification For Beginners: Complete 2026 Guide",investing,informational,P3,17,medium,low,pending
954,"international-diversification-for-high-earners","international diversification for high earners","International Diversification For High Earners: Complete 2026 Guide",investing,informational,P3,17,medium,low,pending
955,"international-diversification-for-busy-professionals","international diversification for busy professionals","International Diversification For Busy Professionals: Complete 2026 Guide",investing,informational,P3,17,medium,low,pending
956,"international-diversification-for-parents","international diversification for parents","International Diversification For Parents: Complete 2026 Guide",investing,informational,P3,17,medium,low,pending
957,"international-diversification-for-late-starters","international diversification for late starters","International Diversification For Late Starters: Complete 2026 Guide",investing,informational,P3,17,medium,low,pending
958,"international-diversification-for-entrepreneurs","international diversification for entrepreneurs","International Diversification For Entrepreneurs: Complete 2026 Guide",investing,informational,P3,17,medium,low,pending
959,"international-diversification-vs-target-date-funds","international diversification vs target date funds","International Diversification vs Target Date Funds: Which Strategy Works Better in 2026?",investing,comparison,P3,17,low,low,pending
960,"international-diversification-vs-robo-advisors","international diversification vs robo advisors","International Diversification vs Robo Advisors: Which Strategy Works Better in 2026?",investing,comparison,P3,17,medium,low,pending
961,"international-diversification-vs-active-funds","international diversification vs active funds","International Diversification vs Active Funds: Which Strategy Works Better in 2026?",investing,comparison,P3,17,medium,low,pending
962,"international-diversification-vs-real-estate-syndication","international diversification vs real estate syndication","International Diversification vs Real Estate Syndication: Which Strategy Works Better in 2026?",investing,comparison,P3,17,low,low,pending
963,"international-diversification-vs-private-credit","international diversification vs private credit","International Diversification vs Private Credit: Which Strategy Works Better in 2026?",investing,comparison,P3,17,medium,low,pending
964,"international-diversification-for-small-business-owners","international diversification for small business owners","International Diversification For Small Business Owners: Complete 2026 Guide",investing,informational,P3,17,low,low,pending
965,"international-diversification-best-strategy","international diversification best strategy","International Diversification Best Strategy: Complete 2026 Guide",investing,commercial,P3,17,medium,low,pending
966,"balance-transfer-for-dummies","balance transfer for dummies","Balance Transfer For Dummies: Complete 2026 Guide",debt_management,informational,P3,17,medium,low,pending
967,"balance-transfer-credit-card-for-bad-credit","balance transfer credit card for bad credit","Balance Transfer Credit Card For Bad Credit: Complete 2026 Guide",debt_management,informational,P3,17,low,low,pending
968,"best-balance-transfer-cards-for-fair-credit","best balance transfer cards for fair credit","Best Balance Transfer Cards For Fair Credit: Complete 2026 Guide",debt_management,commercial,P3,17,low,low,pending
969,"house-hacking-for-dummies","house hacking for dummies","House Hacking For Dummies: Complete 2026 Guide",passive_income,informational,P3,17,medium,low,pending
970,"daily-life-hacks-for-home","daily life hacks for home","Daily Life Hacks For Home: Complete 2026 Guide",passive_income,informational,P3,17,medium,low,pending
971,"best-mortgage-for-brrrr-method","best mortgage for brrrr method","Best Mortgage For Brrrr Method: Complete 2026 Guide",passive_income,commercial,P3,17,medium,low,pending
972,"best-loans-for-brrrr-method","best loans for brrrr method","Best Loans For Brrrr Method: Complete 2026 Guide",passive_income,commercial,P3,17,medium,low,pending
973,"best-cities-for-brrrr-method","best cities for brrrr method","Best Cities For Brrrr Method: Complete 2026 Guide",passive_income,commercial,P3,17,medium,low,pending
974,"best-states-for-brrrr-method","best states for brrrr method","Best States For Brrrr Method: Complete 2026 Guide",passive_income,commercial,P3,17,medium,low,pending
975,"brrrr-method-for-beginners","brrrr method for beginners","Brrrr Method For Beginners: Complete 2026 Guide",passive_income,informational,P3,17,medium,low,pending
976,"brrrr-method-for-dummies","brrrr method for dummies","Brrrr Method For Dummies: Complete 2026 Guide",passive_income,informational,P3,17,medium,low,pending
977,"atm-business-for-sale","atm business for sale","Atm Business For Sale: Complete 2026 Guide",passive_income,informational,P3,17,medium,low,pending
978,"atm-business-for-sale-houston","atm business for sale houston","Atm Business For Sale Houston: Complete 2026 Guide",passive_income,informational,P3,17,medium,low,pending
979,"best-vending-machine-business-for-sale","best vending machine business for sale","Best Vending Machine Business For Sale: Complete 2026 Guide",passive_income,commercial,P3,17,low,low,pending
980,"atm-business-for-beginners","atm business for beginners","Atm Business For Beginners: Complete 2026 Guide",passive_income,informational,P3,17,medium,low,pending
981,"vending-machine-business-for-beginners","vending machine business for beginners","Vending Machine Business For Beginners: Complete 2026 Guide",passive_income,informational,P3,17,medium,low,pending
982,"atm-business-for-dummies","atm business for dummies","Atm Business For Dummies: Complete 2026 Guide",passive_income,informational,P3,17,medium,low,pending
983,"how-to-invest-in-royalty-income-for-beginners","how to invest in royalty income for beginners","How To Invest In Royalty Income For Beginners: Complete 2026 Guide",passive_income,informational,P3,17,low,low,pending
984,"digital-products-for-beginners","digital products for beginners","Digital Products For Beginners: Complete 2026 Guide",passive_income,informational,P3,17,medium,low,pending
985,"short-term-rental-set-up-checklist","short term rental set up checklist","Short Term Rental Set Up Checklist: Practical Guide + Examples",airbnb_arbitrage,informational,P3,15,low,low,pending
986,"best-cities-for-airbnb-arbitrage","best cities for airbnb arbitrage","Best Cities For Airbnb Arbitrage: Complete 2026 Guide",airbnb_arbitrage,commercial,P3,15,medium,low,pending
987,"best-cities-for-airbnb-arbitrage-2025","best cities for airbnb arbitrage 2025","Best Cities For Airbnb Arbitrage 2025: Complete 2026 Guide",airbnb_arbitrage,commercial,P3,15,low,low,pending
988,"best-markets-for-airbnb-arbitrage-2025","best markets for airbnb arbitrage 2025","Best Markets For Airbnb Arbitrage 2025: Complete 2026 Guide",airbnb_arbitrage,commercial,P3,15,low,low,pending
989,"airbnb-landlord-pitch-template","airbnb landlord pitch template","Airbnb Landlord Pitch Template: Practical Guide + Examples",airbnb_arbitrage,commercial,P3,15,medium,low,pending
990,"can-you-use-a-rented-apartment-for-airbnb","can you use a rented apartment for airbnb","Can You Use A Rented Apartment For Airbnb: Complete 2026 Guide",airbnb_arbitrage,informational,P3,15,low,low,pending
991,"airbnb-startup-cost-calculator","airbnb startup cost calculator","Airbnb Startup Cost Calculator: Practical Guide + Examples",airbnb_arbitrage,commercial,P3,15,medium,low,pending
992,"airbnb-arbitrage-for-beginners","airbnb arbitrage for beginners","Airbnb Arbitrage For Beginners: Complete 2026 Guide",airbnb_arbitrage,informational,P3,15,medium,low,pending
993,"airbnb-arbitrage-for-full-time-employees","airbnb arbitrage for full time employees","Airbnb Arbitrage For Full Time Employees: Complete 2026 Guide",airbnb_arbitrage,informational,P3,15,low,low,pending
994,"airbnb-arbitrage-for-real-estate-investors","airbnb arbitrage for real estate investors","Airbnb Arbitrage For Real Estate Investors: Complete 2026 Guide",airbnb_arbitrage,informational,P3,15,low,low,pending
995,"airbnb-arbitrage-for-hosts","airbnb arbitrage for hosts","Airbnb Arbitrage For Hosts: Complete 2026 Guide",airbnb_arbitrage,informational,P3,15,medium,low,pending
996,"airbnb-arbitrage-for-side-hustlers","airbnb arbitrage for side hustlers","Airbnb Arbitrage For Side Hustlers: Complete 2026 Guide",airbnb_arbitrage,informational,P3,15,medium,low,pending
997,"airbnb-arbitrage-for-operators","airbnb arbitrage for operators","Airbnb Arbitrage For Operators: Complete 2026 Guide",airbnb_arbitrage,informational,P3,15,medium,low,pending
998,"airbnb-arbitrage-vs-long-term-rentals","airbnb arbitrage vs long term rentals","Airbnb Arbitrage vs Long Term Rentals: Which Strategy Works Better in 2026?",airbnb_arbitrage,comparison,P3,15,low,low,pending
999,"airbnb-arbitrage-vs-mid-term-rentals","airbnb arbitrage vs mid term rentals","Airbnb Arbitrage vs Mid Term Rentals: Which Strategy Works Better in 2026?",airbnb_arbitrage,comparison,P3,15,low,low,pending
1000,"short-term-rental-setup-for-beginners","short term rental setup for beginners","Short Term Rental Setup For Beginners: Complete 2026 Guide",airbnb_arbitrage,informational,P3,15,low,low,pending
